"FSC-A","RL1-A","YL2-A"
484370,18868,5444
617074,42167,18033
390222,33827,17908
355928,35176,38597
474276,32918,11543
480923,30565,16386
533123,36754,15746
557604,35901,16337
581409,57072,23701
434479,27943,19599
492785,49738,22705
633486,63125,31912
534170,19397,6083
529076,38271,21424
561050,30777,10194
409428,33678,20094
421579,31753,14861
633309,30746,20866
455042,32183,13458
536180,53348,43444
420294,42958,27243
431799,28594,13713
369231,32709,19836
735557,42479,16591
450978,36995,16162
491332,38218,15274
459943,275,-68
482126,36398,15474
374250,18112,6771
552371,95266,52691
611441,15264,19823
550882,61085,23187
349977,25695,11408
363480,18288,10253
562764,21344,8506
549316,6135,511
538455,4934,1860
406708,56946,22865
301326,8343,12750
477577,41962,62742
693872,64459,24435
429845,32475,16880
417636,33216,16321
474512,21724,13242
567498,32621,17476
421622,45785,20099
447749,28960,12281
601621,72299,31539
585347,6912,3033
418871,26493,17066
545351,59960,34174
422246,31971,27316
342892,28470,1819
474266,24726,12360
456487,13898,8706
444110,33253,24334
428167,34636,16363
467239,44275,17813
315918,132,228
436529,32004,16958
500286,61721,29507
469874,21029,11439
478753,27162,17827
595665,49182,14136
552040,40339,14065
660940,63315,25855
443266,56811,18041
571409,108881,48172
478945,36596,21867
506095,51829,21612
480308,37298,16961
488088,40029,19308
518384,69879,40657
598435,74104,34956
569915,114418,47916
403230,49633,26079
601722,48799,27084
435392,69442,22119
480434,29065,32966
666906,43481,23263
531107,44205,20093
359096,17636,24019
692389,46713,16871
571272,64033,22678
530731,41981,17541
570802,54991,20972
415596,1050,292
402698,39962,22086
550000,9827,5985
459409,28010,20345
564321,29687,25585
564035,44357,17552
475210,72479,29404
549392,74800,38103
374091,419,12443
404548,4327,1220
406017,26946,11786
448847,46950,18725
663074,39027,11400
464282,5470,3495
476881,32451,14503
360864,32599,18295
451207,38035,15164
534037,23768,8621
495283,31884,15442
467213,33900,23438
288416,64524,32518
636187,54093,32095
402660,36325,15307
542231,39042,12799
580777,27919,16434
581274,36067,11677
478943,30594,20041
455787,31181,12521
574453,3253,21775
407443,36385,28225
390434,24504,14432
374391,54677,31636
497084,29673,23757
601756,56431,26785
305836,10132,4919
577745,54984,31488
524732,18855,15029
549899,22091,7471
442481,22758,12017
472542,977,15
413395,32066,12429
578333,30923,43420
424934,2519,1901
568673,20348,10095
580312,45585,22211
452954,38205,14400
666572,67442,28272
598058,56097,29197
531332,39590,14643
530250,15886,4068
458145,55220,29278
651010,29418,19389
636068,87623,81051
424068,4883,171
539943,37460,14677
812896,108447,25731
548940,40106,14133
496776,45337,14182
530516,25453,11818
652264,24658,28291
511892,46508,17272
702914,40767,18352
490760,18458,8510
568855,41305,17910
497240,71199,20507
609454,38029,45004
540512,41726,22799
482514,26552,10255
645196,58645,22946
455946,53731,20300
617675,27427,10176
368042,47710,18268
511982,21235,5845
270549,15281,-43
722466,77226,32729
593845,7191,1977
581861,22367,6425
809403,90597,34561
398821,34574,21187
510438,26571,22012
566505,41411,24463
354959,27604,27258
794688,40102,18131
458860,25514,7392
417477,47360,20910
475637,8442,3849
442635,50232,21479
468777,38793,15237
593040,21428,14489
298050,72,-52
482630,43462,21133
569033,28721,12447
531992,20964,14630
724342,1301,8871
497467,11620,6619
446473,16453,8171
593261,15245,4214
527665,27897,10454
490062,84524,31004
575393,53981,44974
594255,35965,13131
393659,12391,6217
464010,22668,19234
436890,13230,8402
520825,44564,23090
560818,60056,19279
490835,58928,39698
601740,34635,13729
449842,23662,6449
569944,55858,15386
338087,32670,11328
449005,8363,1487
401257,29006,10517
444866,36644,14465
638094,23098,13057
240428,2875,4253
473534,10159,156
509429,16959,19280
284238,5456,6976
495957,27883,17984
483601,31488,11918
382593,20970,6755
442174,20480,17667
658653,83177,56126
512364,43774,14390
450494,30718,30202
510019,25672,12227
583109,26571,11909
252265,7543,2056
551089,46712,13288
330782,34910,44357
522011,22057,12756
548585,23262,8311
592986,29281,8021
512233,7809,2135
504660,31140,19483
474070,38874,19590
366755,6293,2500
511353,29676,12899
506890,27779,10176
486078,13510,2188
445506,28892,15670
478806,29747,13465
428223,18688,7059
450246,27658,12108
539769,44859,32155
574453,47180,30795
456242,35965,17447
578153,19609,11230
448021,53789,20168
378197,993,16066
633031,40368,14438
634143,58796,41766
461859,23415,14173
644337,50703,28000
248380,20993,16098
345556,32230,22103
408060,2129,6573
358319,30898,17952
518523,41063,13633
596676,29368,20745
640841,68823,50467
410778,12054,8643
489252,50165,29354
577469,36078,12239
368660,55856,32287
529060,23201,9797
278332,21059,8869
584642,29538,11185
282917,15047,3
441137,46140,33145
492405,21969,49425
615692,21138,10194
425642,14667,3778
484705,21457,21711
287474,16235,832
393110,16461,13664
544487,45921,23230
569632,22775,12401
461599,27477,11330
487328,15286,8180
404463,17978,21196
399226,776,240
767186,45647,22447
590283,23009,13899
413033,16300,4760
644808,1880,313
491385,30373,17713
456993,28720,9604
459932,44830,13768
540593,42478,14523
420945,44127,26861
444402,10715,5426
502511,32577,25
536207,28972,9846
510894,43084,35034
437912,36927,19854
442803,636,4468
417495,29063,11463
474545,29000,22180
474105,27176,9145
501979,12107,8137
552551,6701,3344
612551,43728,17639
544531,36277,25976
440418,34312,21112
385473,33432,17392
466333,36910,18733
374901,22952,34748
613987,25150,23600
605132,23035,6538
509190,26981,12263
531850,43969,20276
455323,37310,13922
479090,35397,18658
431244,30793,11531
501540,27352,16149
664974,46928,15108
409821,22469,8509
444398,27956,19647
544343,42320,18344
435084,56,461
395221,43011,22665
467756,32353,12105
433680,34289,23537
386545,6121,2648
480747,30780,12262
399156,16977,22922
323178,9776,7307
526140,39742,16732
586913,57064,20070
485623,24676,11195
546793,6959,2049
606911,27477,13736
525643,29667,38655
818835,81657,18922
376797,10917,17209
620648,18744,10696
523118,16230,5387
629968,23631,17150
605796,50668,20968
508857,59131,68119
393980,23969,13473
525300,27283,14212
730722,16962,9888
482264,38091,21888
645160,71746,32704
556195,27562,12344
505391,23136,6625
512579,28079,10979
515516,56105,23632
326011,37578,21091
644625,60435,34596
663479,32369,13117
280060,5614,7557
599799,40755,15137
791067,92326,41603
604562,20948,5481
586163,36508,13521
466550,54503,25682
607201,35022,18438
410675,31366,17665
647167,48604,24687
554874,12303,15322
502527,29469,33583
470854,39615,23384
443533,27858,16904
458421,19138,15429
579143,58402,18525
376532,1611,35
485710,38228,20139
434520,22195,6302
500325,34530,16855
439454,47869,23884
520199,10160,6342
425420,11920,31091
371784,31846,21612
419489,36514,26746
484431,9845,5403
518382,25928,12969
506582,39758,20184
492087,10305,3415
523993,55628,10629
515945,29860,12786
510681,16403,6808
558742,44831,27956
404230,26474,13237
597691,61486,32584
734504,59333,30399
683860,25807,9938
446020,42939,13086
582038,20330,6719
437503,45111,28115
514697,34777,3521
457236,19263,14889
556461,30675,24405
506271,31561,17554
431408,48271,16063
539753,82343,34127
485436,54308,24838
480244,49810,17603
467135,20249,14210
514179,21479,11631
495276,31145,19769
534948,46133,36612
479776,87017,18753
448173,14025,7763
421181,67902,27200
448965,29001,13284
558776,1514,610
522826,31395,20591
390919,24476,12873
509017,42270,18664
617599,94233,38255
543563,39615,11855
633245,65694,116960
495124,56945,15159
471013,23806,9607
571756,130470,36034
561100,7306,2887
360204,28190,10620
453410,29851,15111
406555,25836,13935
547867,33696,8957
644661,11590,527
359596,25717,18060
693376,60867,40912
668526,162764,108683
573860,30082,14099
492946,30191,28049
487312,18449,12426
571671,37277,10695
587541,46288,19619
351976,45,34737
547796,45795,15596
440203,41304,22988
511580,88939,23392
542176,30320,30405
444638,12108,3855
428204,41062,24323
607559,76948,29728
390988,24482,19885
754289,39563,13276
578841,89949,43056
470863,28614,8147
489988,16653,10416
568529,577,8826
492335,47244,22426
261641,23892,2506
367893,39026,19433
447752,49160,21528
765157,81476,21595
645066,41946,18698
769930,52322,15369
538990,24683,13530
368038,23551,11634
570289,44252,21439
563161,78912,26727
581153,24313,16664
470604,37898,16605
527704,47315,17566
585747,83526,22369
488180,27954,21458
558661,29171,14118
505476,27214,12820
509808,33080,25401
628956,45826,27656
583551,35693,24797
270357,1238,-60
367781,30482,16314
587411,52113,17380
533096,39406,12855
555866,29351,16860
450934,48809,19032
599447,63461,21100
467811,35244,15061
687801,28893,4693
431278,3192,5366
503529,37763,25823
453233,19557,13566
265300,36456,897
748452,40495,15311
506975,40316,33315
482643,46684,23109
615485,16,47802
594649,54949,40637
524715,19833,8881
535790,17333,7750
613306,52940,22440
495640,39795,19494
568892,17827,5880
479359,14740,5613
567128,8844,3845
399592,39410,30404
482033,23696,30552
350275,4084,2446
390404,42720,23228
413736,39737,18941
402914,14678,6410
434295,51136,21393
540902,16454,14949
476607,5908,2064
611548,2018,246
580322,37223,22386
486466,26656,14045
375045,34442,16040
497190,37618,13735
625355,86650,35073
366707,37911,7403
306589,13919,7533
490275,22402,7711
482447,25407,11859
605292,57252,39013
675989,36213,17271
516831,53918,25914
451929,33757,19086
376142,49636,20961
348604,24701,29695
490359,16377,12819
546080,22713,8662
523148,12594,3783
562521,47010,29940
629392,16936,8565
430718,46560,28430
544683,47058,29656
415758,21246,8334
444885,34932,4106
468061,34309,12556
633457,31126,26698
508788,56333,25424
569534,58971,20673
437670,27504,12972
610972,212,30050
427168,49275,17204
643738,13764,4329
516499,19282,4925
538738,34219,13667
584534,59100,24649
437990,25204,12192
519238,30081,8062
512724,305,-79
490500,22056,28677
545798,22289,13790
515544,41313,21475
430407,34784,17556
588064,52534,31367
431739,35355,15809
474246,7253,8144
599082,13135,3772
531444,56440,25587
477481,25551,19088
635654,95835,45873
540414,30581,18940
429016,40540,11362
529886,20293,11551
385434,38960,13548
519244,24775,15884
378604,31891,16293
427387,60499,17345
343762,13757,973
501797,39964,16562
435085,40403,25121
522942,52971,49537
450132,23917,9791
484652,21294,7655
468865,18697,6560
572726,33899,24634
381875,16566,6234
568091,66646,25056
451801,32435,16580
476937,61788,20696
546535,41833,15467
599412,55954,18330
495738,40680,17575
453959,38028,22840
603549,47144,17802
597884,34958,10608
474661,45015,21266
441749,16000,12642
414684,15704,13773
363711,10435,32826
702914,79761,19263
424369,13662,8476
371568,34505,19126
503955,39349,11078
615636,4662,607
518147,2093,-93
376106,17116,8710
599018,11542,4421
436978,61111,24378
483154,783,68
539026,53317,28937
380992,18644,15717
467583,32551,26047
801847,65732,38884
449830,46829,18555
450781,13517,5316
474362,42556,19782
467705,15213,13723
511379,21557,7882
660868,68438,27763
407993,23050,12432
554042,63022,36665
421935,32215,15312
490826,178,496
446453,44078,18486
621429,37534,24130
559448,34826,17544
567509,33216,14031
489202,31603,11542
300681,36117,12106
674293,26571,47287
431234,24607,22586
523633,39204,15100
261171,59239,22478
432792,31024,21403
640985,47990,6643
524982,14172,6437
547190,37620,15151
385660,8625,3720
541194,32292,8042
522894,45783,18376
261001,5492,746
542075,12380,6198
534005,58635,19593
427797,29276,12593
396438,12149,2202
522784,37016,21140
556056,5226,1297
729608,22254,9062
482315,36712,19238
416368,31550,12787
500658,31694,24195
462887,28952,7411
534417,41798,12604
512682,1173,12625
557942,24444,14905
463529,52348,28399
657957,25452,9016
431186,28365,12549
499729,47016,32617
579156,564,478
704200,19143,8088
462169,31303,18450
410205,30836,16071
573072,19524,5342
483935,92818,49902
498856,38756,20572
405486,22211,12714
445072,40465,24955
516553,18133,9425
385427,49058,24621
501791,1400,163
528266,41548,34134
432824,30163,23442
623457,32926,13595
580875,22979,6924
358467,38685,15799
452249,53084,15661
456750,15160,22285
553775,16402,14794
703408,79807,57022
481969,16756,6678
344452,44098,2174
470975,28563,7540
507899,55692,65448
366513,32015,10326
473171,40932,26029
529584,39501,22039
494102,42765,24722
580163,66607,28684
456811,34749,27610
420527,41247,19934
508908,14782,2665
516413,57479,38428
509630,34752,24927
537989,37440,19143
461047,13664,18473
510703,23420,17215
533028,25991,22594
476089,33342,27636
454109,16611,21847
455039,61868,24438
679123,31549,11410
413504,1830,3178
419908,37117,18752
402337,45143,31191
510309,38641,18453
677277,54607,18759
257809,2442,3248
521328,33831,18568
536055,30289,14006
290892,8144,3396
589380,63669,21128
752768,43062,16263
452790,31515,18443
428150,50752,19273
475011,16952,6849
699174,34277,13169
525278,53234,11777
528486,44746,26638
652826,94101,55514
563651,34165,20173
569082,28708,11551
595732,61709,31080
519383,29794,20067
366121,47885,28828
314281,25253,18842
719535,50025,23185
516291,61412,27606
579348,84627,46699
499321,55236,14026
502808,28723,13478
579545,19712,6953
522681,3893,757
548090,40753,27905
736138,76681,35809
561460,44491,25389
646130,30611,12148
692553,53382,27424
578449,52017,18682
650001,31231,14218
500365,21072,12091
510072,28138,16838
385578,25657,15644
442830,49518,104
569793,55434,29288
460450,30197,12755
501097,32341,16959
473182,33467,11861
507281,51785,24241
487986,35149,21658
617309,20268,6815
521816,77836,37216
626079,20768,7590
643899,64501,29778
553526,50600,27769
638339,48149,24951
624492,2300,15556
502802,100145,39373
389471,29183,16812
252347,20315,8336
510494,10953,12645
595382,38303,22293
470035,2740,120
653504,57055,13493
434101,25401,6687
579380,31483,16672
639406,33145,14256
590661,59656,18357
558090,33754,22922
575797,47222,19973
535478,36955,12338
475919,30460,12603
492647,24331,8468
504251,34596,13250
463610,19267,9019
660554,36589,16897
511143,55505,23028
498347,48076,22332
573532,22176,15441
598876,49425,13363
288696,40683,17411
498619,26912,19503
543368,29911,12438
491985,10989,2891
463390,58453,18672
449764,29962,12201
474077,24179,19210
558018,33863,26921
426061,35652,10782
392938,51310,24865
358536,53856,22273
462052,18100,15243
391336,49956,55634
467681,26776,14542
649141,17431,5825
498875,26745,12903
626996,63651,29758
482737,68075,31294
348074,42019,21222
404228,78083,30144
572181,33574,33834
682927,27618,7688
676396,50537,22497
563756,56942,23770
428025,39059,155
793136,82626,22513
466966,24234,19896
510551,8407,9218
409587,63391,17796
580449,1685,311
448764,33135,12509
554982,44272,13746
429793,32367,18132
503944,40905,16026
534358,60261,33580
363969,22334,13853
564103,42949,17973
476001,26338,13265
435649,23799,12454
300814,9536,156
404599,27896,19405
687405,60000,44752
446318,26427,11977
647795,30800,7246
605377,45830,17785
527085,32852,13351
532438,75887,32014
472523,42337,30066
559203,2512,250
474215,29304,10644
561251,37947,26004
352918,10021,3474
511366,39426,18671
435577,43482,27136
408286,31779,20137
358289,35414,183
664612,50163,18621
472828,28150,42033
319227,27481,20528
528921,37022,16313
511474,26351,45303
436255,34362,18205
378289,9482,2390
505962,14625,5179
469615,15056,7806
448011,48428,24225
482304,44766,20962
337667,27482,248
444300,39119,17246
535972,45385,22188
485997,33697,16954
448407,40670,16043
366080,253,9665
438579,28524,12611
528066,54349,21241
514027,23353,13098
790495,86064,39696
638952,40774,28774
475777,-382,-148
625635,36087,20042
334491,30847,15593
419356,11374,40299
524478,25598,13374
485166,20077,8653
537895,35517,26537
582696,27647,14729
321158,2585,233
425474,38165,16762
506961,37609,24935
433770,38621,17791
500552,41937,21735
408603,38206,21654
466900,72444,45185
446700,12446,9315
503758,80947,37236
467370,52190,47195
767411,61448,20763
332969,7327,1785
314319,23960,14484
395079,5645,1945
401650,29111,19536
351124,28807,10469
418483,4111,427
466752,49164,48430
479456,27916,12846
337015,20690,5652
568397,8269,18895
538243,81732,29364
448650,36897,24169
712801,93559,45049
