"FSC-A","RL1-A","YL2-A"
307680,5166,10021
494715,91201,79459
406781,14421,7443
377511,7181,15366
431086,37926,22363
708208,50904,23021
463954,16629,23945
699149,31980,13425
503003,813,1039
422289,34424,12882
605387,49640,26213
466357,30099,12499
363323,31457,14556
481060,16352,7181
490183,20923,7299
655739,21735,4262
551063,41224,22304
559214,42130,12162
401665,45032,27045
557558,2890,1249
680787,35956,11607
473849,25278,25849
444497,54397,32202
364892,14856,9537
474526,15311,10506
527486,31153,22876
424301,17293,16714
570433,56653,24218
389681,30510,23835
533376,33020,23479
449759,1948,1118
577692,25591,54651
361712,29017,19021
531469,105688,44763
629569,847,1005
507150,28535,22326
456628,28131,17116
589098,51567,23960
610995,948,12826
546033,35400,18621
459668,49731,20771
599949,53448,22274
485188,53155,15568
475191,33655,34374
646221,68449,27434
365599,23439,12906
448713,29842,23944
483192,29337,15241
254734,18200,-69
236104,31181,536
601059,49249,17637
560194,29565,15069
556214,10141,5309
489190,6398,1339
457144,43378,22984
539606,38599,15001
647475,61285,19848
480002,56839,21016
385399,6243,5991
594590,34355,28605
611396,37489,13814
438077,74745,39850
518753,29264,22507
516120,33729,17762
472014,59489,28689
519511,39253,21218
533733,42095,18559
558132,63907,28668
454149,7958,4083
386075,13414,5331
391090,25084,16615
579133,32637,9150
466548,42404,18040
512281,27761,18484
484824,43288,12330
349432,28759,14745
765762,7705,14207
471536,14004,3608
298832,5720,-56
465020,21431,19494
469267,34132,21057
490855,49026,23342
526928,15401,5516
489960,29492,10959
526812,20462,11299
597550,59000,23553
336221,28378,12063
484192,580,13499
576207,15440,7618
513187,44780,17482
568843,56482,11253
585405,28225,25286
498294,47212,32709
460861,37062,16901
444921,16144,7942
425506,36591,22181
485339,45084,35042
631946,85932,33037
448889,25162,11563
404596,31739,14754
507253,39807,21436
446960,48581,12852
477194,38270,16705
464541,55797,20626
501667,22222,45358
661196,51668,21733
467051,25175,10737
548632,40425,13643
478719,223,-47
455473,51736,26364
476047,36588,17578
475117,27215,31238
416216,28368,12500
445395,19054,7528
425074,17680,11938
523665,34295,13896
473999,39044,23422
672273,59293,24805
631643,62442,16944
608593,8137,16992
524515,24429,10512
450713,45387,17432
377645,27246,32911
430008,42528,20650
517711,50479,20794
591531,-269,5300
477034,9780,1488
545543,36680,14407
429340,32524,19399
515182,70140,35426
548997,5381,2656
416984,14517,6371
587868,60873,21895
399375,21685,12339
641736,69046,32702
350633,37276,142
349489,16360,7291
476647,12130,6322
349448,16679,7747
538436,72417,32922
538761,91914,36814
632407,47467,30742
640764,64027,28726
638598,52913,27019
548382,25165,5853
409240,24441,27781
747191,53234,28764
474731,46777,13639
386145,25193,9478
433590,35874,8736
496446,41402,12795
545949,16632,9439
376386,5992,15372
476027,52108,14496
580057,19096,8033
360694,40297,20804
440380,38749,21811
581791,74454,35515
551762,31935,12832
613926,45086,17435
411822,41033,26226
472845,34340,12969
475375,56209,26750
448025,13347,6397
510248,30954,33942
573847,39617,18896
279221,11679,8495
381971,14743,6200
434513,31822,8360
374538,29518,12341
525290,20699,17816
469027,26669,14012
685315,38021,6657
522765,36445,25879
512493,27685,10721
462650,46053,17659
314813,22237,12442
518827,36854,10983
514517,44522,27130
699481,30496,14973
474597,15590,20847
558784,37008,4751
629678,3891,17551
460633,18946,8536
372005,57521,24086
386389,4947,5647
479147,44990,43982
554684,32891,18619
483059,22461,7064
449382,30460,15717
553099,29641,16974
414810,24710,9792
481387,31146,15179
486228,24558,5298
662777,35101,6340
537449,34903,23768
623644,59486,26112
436875,39635,28054
221431,14161,602
474128,30151,21107
472348,54428,28113
395348,37575,29713
478124,54867,26642
370176,31787,20798
370711,22789,16330
514855,48306,27737
429824,53081,12577
825032,42373,28961
531107,49078,28863
470130,62929,26870
393418,13566,9880
493948,20226,6766
546671,28659,16414
439809,24107,12298
399405,29120,12360
493726,36787,19447
497139,27676,12921
690322,49707,23959
550083,31933,14058
445400,21916,8802
654202,40374,17833
388181,32991,25176
394041,44194,27628
385619,12963,11912
744889,75350,21073
433379,37408,13605
355240,10506,11530
551393,50326,24822
561151,87869,50682
391454,25753,17180
432925,26785,60043
410777,28815,25968
712731,43010,22247
676360,69592,31213
403587,20660,7942
276531,16090,8421
463240,23850,16071
389365,31608,16536
431302,16982,7615
684441,62421,18182
522574,31682,18079
510857,44270,23598
547018,1683,14789
446243,18303,17656
519886,26756,22767
503206,39323,18335
528553,27616,12258
410853,39273,9139
348658,21927,8909
318848,35584,16764
569207,2136,45
465996,17108,5635
471735,24903,7177
457252,43864,15843
491454,11004,2985
639280,55881,28945
524207,22189,24020
221468,9682,36
529149,12269,11386
500633,44296,30806
603368,46842,18596
358744,28567,16094
510598,39107,18586
578262,49726,16999
480612,1532,1137
550723,38859,19484
556958,65915,22085
416330,48592,19498
569022,44162,21229
630325,54494,22900
491533,20811,12677
459600,37371,20551
489648,12577,8275
500398,12447,10491
485574,18943,9865
427463,5517,17469
556155,38783,15486
535837,21608,29326
622695,31635,15092
466848,-20,-101
675585,64090,32700
590565,33234,18587
270187,34510,10605
569178,40406,10848
687235,38997,10860
457656,28404,9113
673429,104296,32556
672437,27189,20241
345810,4572,1741
502737,18782,8515
431106,36674,14796
529463,42062,17431
502976,19947,9428
425041,36195,18115
399725,58747,22368
411229,12180,2756
518913,37855,18243
560035,58424,59008
477865,21073,15371
310162,15724,-291
512886,21364,8506
543552,44727,26992
676157,38358,20404
586163,41366,26465
598099,21171,7229
493429,27802,18219
291746,18527,8448
426492,12908,4692
487032,63866,35173
694853,61222,19148
451560,10709,9027
441500,34552,28679
652235,69189,30491
385549,37456,18810
515827,22164,8873
511284,30163,10252
623368,2339,883
535759,26004,12536
370162,29601,14520
633064,79096,58994
608921,41374,20751
447393,58308,15275
650926,20327,15668
450435,40202,15851
478492,32830,23015
420321,36672,21827
520836,26470,17179
460787,32594,17128
606694,14583,6383
419425,33937,12565
767697,31762,17196
516614,36803,19318
437018,32044,22895
487133,29247,17620
418831,19820,10927
441110,18553,9629
649511,8098,1040
430847,12215,16395
590976,20944,41180
407752,40409,24555
264922,27759,223
463374,37136,28044
517938,42614,27585
678580,31470,11799
418345,51077,26252
835897,89597,38398
530554,33408,12591
597307,150675,82350
373120,39191,41652
548956,44787,23408
428974,2932,16188
482607,2750,8747
562190,63470,52499
705383,47806,25852
416607,35047,18282
649102,26487,4117
500011,26841,36939
643743,61597,28994
421273,17898,45777
476196,29692,11921
579284,37652,46924
488270,45909,47688
563457,31651,27867
340739,10944,8366
462472,135309,42743
509565,30655,14802
501934,52426,36383
349526,35785,39789
450972,21668,11511
512474,28622,11106
623070,25780,28512
439723,43540,25531
500109,6286,1679
621591,1536,14196
563062,43349,33696
543187,25726,9004
605223,42007,10997
426974,83740,35150
577139,59710,23353
756327,51008,22864
712023,59807,28983
543231,49563,28839
513818,38165,15668
516229,30804,10537
612707,49360,21501
759651,27809,9308
489795,31207,17481
466684,69940,28519
445481,43141,19993
524167,45447,15237
387812,18280,31934
550057,38859,12071
492430,32794,19164
488936,59684,32547
499558,40143,21379
426935,54934,21517
610794,25726,10684
551493,5170,1380
389868,38760,24496
500594,26522,17166
395612,38770,18115
533962,41103,21216
565662,38545,24180
456765,8718,2179
352822,39055,22026
319816,28533,15076
409517,25721,26129
380380,28928,12469
350065,2037,67
571477,43289,18629
466161,7999,3892
539306,51637,24520
744135,97628,54440
474111,17984,11139
480075,19113,9039
486782,37990,15213
624229,43157,22081
476899,27767,11491
419840,19691,13104
565868,50194,27311
503444,26380,14225
422901,52939,23613
444180,16106,9130
581202,53774,32106
496442,8556,4157
416066,25730,17729
441541,22514,9718
480423,28783,30384
544792,67761,33314
390357,9817,4615
565002,47406,18671
535687,23485,8018
420762,7485,3466
347807,18327,19002
525742,23899,11451
399320,14139,7962
428676,15643,9795
537286,10948,3366
452577,50065,25044
748542,45249,13800
512454,69021,29139
478653,28586,15544
654371,34707,14852
611103,76165,29737
404925,11182,3973
399404,23002,22700
561546,45472,12990
450570,17804,13510
457371,29914,12190
494301,18550,6848
706156,69972,46684
550021,10506,3506
521463,22132,8263
458040,38574,20988
791062,62782,31602
541338,26175,10571
569224,6084,18142
380786,21712,3991
670889,28736,8631
468766,17165,8796
494626,33052,18566
445063,29973,14246
574141,57067,18190
591870,45522,19551
367750,32756,10610
438279,60829,32025
638421,47954,17583
504823,28134,15335
404282,28379,12101
658186,44233,22464
752036,125908,78374
583667,32421,38539
664691,53599,37451
433126,62072,29755
433108,46991,24203
511316,26885,27217
525772,62187,25577
445452,33235,12864
596491,38409,30245
391789,6775,5056
554778,72794,44593
544935,15369,15303
475831,41673,24415
598953,47594,32306
471713,7780,6786
567211,42599,17612
448991,35656,15522
757393,52735,18178
365106,46890,18145
588048,45901,17323
402644,24181,15098
452002,26169,16492
526509,16903,19626
420087,31647,26859
700571,64378,26193
649074,49333,22484
485308,43194,20955
446874,29334,19643
542283,38016,12246
421127,16033,11721
401025,47025,22415
592391,44626,16017
493164,21889,21220
535560,29574,16529
554192,42497,15492
512514,58733,21545
388721,1521,534
363445,28837,15705
547856,19252,8392
418641,2676,5597
536888,30333,18222
500411,34597,15136
428258,33431,17083
363932,32923,21683
511136,55867,29307
415122,22639,35588
439774,33384,19681
633799,1346,-241
529092,90476,77335
594335,20866,16610
380550,57536,29545
669136,59897,30411
642072,61600,21699
404259,39863,18416
565665,-72,-320
318873,45995,868
394643,10839,5345
495646,58072,29661
730788,15616,7309
671074,36606,7679
500876,50472,25200
662946,42792,20341
290585,20673,8100
458222,13733,7721
482250,37176,15679
410713,47223,26094
420349,22901,11254
516723,48681,24249
574764,28872,18285
402074,26372,15537
580174,27183,19176
514679,57633,18891
425209,24060,14756
619491,90628,58143
599835,6478,738
541320,21763,23003
419533,47819,21265
586701,56518,30588
506024,38352,16542
624808,26684,16376
448134,55729,42971
397479,46437,23534
678756,77892,32828
592835,40860,21347
615181,29816,22610
521277,16151,6302
552016,20539,13778
468557,20991,5216
465030,32924,33095
529752,19521,3567
484490,68897,37693
391180,36355,21275
445426,65989,22706
669234,35121,13175
251082,1203,13357
425498,32280,16619
456922,34497,24149
301929,17950,4476
506748,6554,3911
444603,37602,17671
463541,16998,4747
668079,1790,-143
490280,44916,22397
442587,12749,7689
530859,70971,55244
471130,41699,15829
484173,23880,8363
479398,33782,13000
447069,50657,22257
475175,17885,7671
507528,20622,13465
858221,113270,40437
347509,43802,22370
410715,33803,15321
496414,29832,42926
453074,57691,24882
320856,8354,5513
505314,17516,11361
553328,45108,22640
527217,37145,26204
402769,19135,6855
272189,7997,2034
502512,52535,20632
499856,60915,32342
552424,35854,18064
550043,40627,19475
438723,33853,28781
454905,5659,6691
486540,22829,27725
385050,39705,31320
325184,20149,13337
378696,34184,18339
568247,33855,13786
527128,21982,11095
441389,35846,11527
414206,27144,3316
462548,39229,13801
562903,46776,16674
380031,25095,15380
442766,2805,720
382194,52092,29609
433318,30991,16073
488997,26495,9738
646275,58343,17380
347557,26649,72
414596,2803,3258
426192,21997,13647
561616,830,3693
720832,55672,22229
436947,28615,18098
428891,34111,10834
598272,29420,11110
360356,14190,8925
502789,19195,7071
593307,42062,26130
384684,30163,26423
652412,130531,50016
600426,30906,11836
363677,35121,11033
380382,24253,10347
529775,40594,11610
570305,30825,14677
567825,10042,4093
279706,7454,-21
450623,11824,15810
343294,44172,23654
383272,23652,8619
389948,34507,16552
330436,26705,18011
372838,26726,15733
459827,43688,19233
523125,913,-95
328894,7263,3463
465963,28178,20184
452039,28833,12112
528902,44205,19986
462844,12418,9457
567625,23318,9572
608908,623,280
682598,84417,76726
454685,13950,9862
406463,28012,17238
352435,10336,-86
449236,31811,18302
757589,55958,26323
733051,57834,31305
458106,46738,21249
599642,41620,27987
510591,11460,3039
476911,27157,9566
598998,68645,37172
489615,23456,13740
387471,46092,18680
505435,22822,10193
522808,22327,11366
468987,11977,11455
508862,51160,18835
610108,51847,15093
521102,-42,11279
639300,32138,18839
686290,100265,53792
488698,19531,4519
597975,68101,27198
504596,16210,3329
602703,91451,43609
364293,11780,9433
460536,17218,9861
455611,33428,21523
331521,16045,-6
509807,21434,8938
367831,56471,49924
424929,14674,5450
365728,13558,4020
511801,27569,38561
801496,67007,30674
338179,26233,18926
705953,49480,19883
442820,20666,8500
517765,35058,19105
476345,37606,20685
372189,40294,17156
488477,32622,20774
371333,40694,17894
417609,30765,14528
429569,2282,367
477402,28757,14399
364627,31315,13839
533186,12717,2911
620700,31890,33083
489395,22884,17390
609688,29727,15807
429166,16197,5849
508200,1008,-151
491735,19069,14848
608513,54542,21460
353914,15464,4372
502516,16091,25184
624994,1296,8577
579475,51570,16143
595626,19737,8382
596300,12950,4728
427504,35431,20214
536600,24744,15373
395110,29766,15825
525543,50576,24204
582274,49933,26757
378486,33987,23658
670257,47953,33575
589222,39769,11766
588891,56335,28845
599396,25777,13118
469651,47814,22095
436650,18813,7551
536157,43531,9666
577568,8746,4943
434720,43728,26024
456633,13943,15341
535449,38747,19415
554930,1075,0
470061,697,6711
435268,27784,12039
303845,2922,-23
562201,28259,15494
456407,28851,11643
546019,37162,18606
549253,60991,29412
499920,36793,18938
438635,46289,29628
248817,26353,-6
531492,45963,20467
509479,50454,22506
561682,53303,20085
519319,12393,4663
353827,62621,32746
552925,12732,3260
456517,53291,18178
599562,38327,10695
661147,52306,30337
489112,13414,9392
437704,15863,7656
539066,54301,24405
342513,5983,7989
562674,46974,16549
498168,37302,19913
448348,52373,30823
697385,64409,32546
482821,54233,31884
531639,12283,4554
694112,30872,14561
542806,47146,20537
624585,44265,31216
535648,32681,10263
387830,19067,36164
510855,44918,14577
317746,35785,23905
552105,42138,18306
573749,20506,6077
658539,59289,42036
579687,85195,31515
627005,28660,14041
421088,14022,14650
493065,29610,17566
470342,54801,17202
509629,12275,11639
526498,15458,4416
492318,37917,17312
588135,48909,32575
451987,18441,9558
672818,66705,40943
434798,36500,25051
456045,3807,1256
671916,18129,5980
478800,30792,11845
423699,16754,13660
410981,38902,17698
534816,39925,23341
606476,49534,20055
503031,37953,15455
764414,26456,8343
578911,28765,5251
550308,37072,18605
496625,29722,19373
487557,34805,19941
421311,18679,13784
375853,35324,13965
485946,34126,18364
613930,75028,31260
720029,73835,31539
437264,11223,3337
432987,6761,16684
524656,49706,17586
500998,36828,17324
566381,35969,16445
606443,65854,16707
514154,21774,11149
357182,44610,14874
426335,76487,10347
520780,72443,19962
574764,79125,44236
533319,83703,38191
677386,59273,31622
482022,24918,13811
285233,33356,16125
464607,25119,12222
353666,34108,18742
259605,33521,18246
405498,13467,17991
386156,27351,14729
406258,25393,11385
465469,61155,10355
495386,28381,9535
465172,44279,26050
447849,21123,9532
550572,15523,4130
599198,4361,10097
447430,23184,18027
671424,64599,42907
372562,35920,9296
518059,39026,26624
412471,8202,3501
488782,43762,23976
634990,512,-103
611256,23629,10481
814237,106668,81079
374662,27918,21524
488222,19588,5545
538940,8235,23399
506704,55648,24190
498815,23740,12906
399341,43291,34567
615647,91330,39370
417063,17306,12998
369120,22036,14661
482462,1483,-38
590220,88683,37677
471001,1470,424
517920,20841,6156
333424,33797,13501
502950,16126,4546
436639,28327,8344
563225,49571,33748
526160,52871,21913
509354,64922,22232
517732,13879,8448
427917,42754,38127
402858,25138,15839
533644,49092,24016
462280,54239,20966
574022,46878,18084
426768,14939,6941
711401,70504,34270
530434,23572,9406
467984,34263,19459
428455,28068,13511
470649,56338,28407
577921,71038,24157
491483,33806,19403
586681,29497,11056
542484,27340,11787
550079,66787,30210
594723,37266,15148
709015,47458,39672
424359,16445,10780
442691,38412,16952
388790,42340,22816
463920,8415,1996
544303,5589,-180
384086,24673,12098
510607,47376,18388
379960,2571,210
483926,13643,3572
485737,42246,26300
655391,48846,17597
483087,35285,12027
583334,17723,10219
531863,15608,8733
409611,34656,21047
453225,28800,18515
499854,3949,1097
603536,73980,33318
482817,38107,18642
517197,19707,11094
584245,31970,32154
625360,77690,44885
538128,36894,23087
678537,81001,48106
543822,58103,28058
576547,71534,25174
482184,3201,1295
470695,21145,7080
615588,49676,25517
546488,28145,11097
437651,42954,18666
420757,21910,11236
527036,33669,25319
616356,787,12414
397719,54875,20364
486794,28354,21860
454795,32072,12533
462023,33674,13363
617462,44975,18753
500301,54947,19523
384878,11743,3157
534434,56211,21833
523352,23114,14651
527485,13551,5579
408233,24586,15885
522975,11201,2039
436439,11606,13512
719201,38687,19773
599773,48279,28333
500564,26380,12523
560047,55393,22118
553466,59960,20938
647310,35757,16121
456473,11153,5811
390785,35959,21027
507216,47530,27395
423562,21425,17980
483572,27905,13972
568961,30618,9809
624457,12967,8098
485223,48103,15227
482547,68635,14529
513290,31755,20073
468846,27092,12322
476260,19683,5150
591558,35438,14851
337530,26700,83
556957,39967,21467
403302,29890,11424
566435,19427,5689
464679,23425,13396
443850,22385,3800
589974,55970,29963
606711,49372,21814
589991,43568,18980
478721,33225,21123
455860,57267,13321
583793,107,124
521739,11269,9827
469866,44622,20820
308251,9097,6477
448966,45038,14259
553683,38964,10592
438095,64747,27933
368364,38702,14663
278315,18890,10469
343710,19213,16100
446108,30682,20031
424363,53931,26511
792198,69603,39611
487985,16615,37717
569387,43921,29460
619548,34997,15150
499905,20405,10297
589799,36706,17503
495631,33574,18125
456568,21203,18818
446142,49504,26888
453961,44817,33098
362019,17268,7941
412004,26903,10072
446611,36090,10175
322004,8670,12557
430689,40796,26503
404334,30930,18863
553454,39987,26628
493058,20130,6518
406574,41381,18294
593219,52474,17800
422841,24938,11369
511689,40938,16712
468130,34964,10039
285856,21937,123
518016,43972,13476
499212,1529,16726
409187,46023,20864
467419,38060,18170
624271,26224,6272
545913,3247,1293
473170,44996,23374
496488,39738,1534
512583,25141,15640
378352,12819,17440
474337,13895,6755
428519,42716,16192
524980,41521,20575
463926,69111,24405
478916,45271,26159
482404,40960,20690
507314,36236,22218
485500,40196,15906
393892,30986,340
409318,7519,5946
472214,18154,23692
558067,27910,13714
409509,22366,6866
520050,22892,10473
459057,36123,18047
360130,35475,19823
683324,66180,21445
485568,31126,12090
450182,12003,3115
710528,134214,60080
272735,2706,3305
566045,29548,15166
449026,42182,18336
463516,63967,26706
592111,43448,27398
414422,25017,16612
484001,17831,50096
450241,23602,11034
678112,76968,19563
535362,22094,7599
483797,37598,16874
548603,45581,25240
411715,26952,11871
580680,5418,3747
358888,28139,26298
478249,36087,19931
436161,43512,15944
477969,33926,19457
563317,24112,6769
512244,8247,2278
661575,38545,11037
321942,4639,6
587129,73549,48047
457230,27140,12060
493138,38579,19246
385193,13127,3264
622572,65283,48961
433824,49066,20968
518988,18064,9640
524359,77362,31265
714384,59778,26017
519990,39174,20397
560293,24330,8010
505180,1041,232
468073,39700,16519
389637,31365,20587
543258,13155,4004
518711,48387,14026
526809,67211,19142
491296,53844,26762
470803,32370,23187
554418,46637,19581
466738,34295,15724
374118,39148,22691
458750,23779,15411
572795,25163,6971
487664,28762,12241
664528,65018,57230
625756,34653,21529
390474,18286,23384
441776,28546,16143
632943,13791,17124
530914,38151,18595
409404,31463,14611
483807,38759,21306
565370,34417,15412
430956,27779,13249
495102,24664,34316
413251,47165,18386
557702,25490,9714
395478,52283,34304
470352,24803,11608
574828,7504,3001
480023,47323,32452
517201,49498,31441
209214,10926,-24
398138,44032,29810
430044,4716,2601
407626,16226,4536
448053,18165,8913
421977,37731,21473
544358,27934,9730
473219,54833,19424
410531,40886,17006
442109,18252,11947
549727,36189,17135
433937,35003,26441
436618,20578,12536
270646,4434,-12
483279,60602,18042
682592,111221,69431
577488,28494,12747
592146,36600,15229
301915,17583,15968
554875,79316,33600
390742,19349,13418
523968,18253,5643
504336,135184,25478
614320,27320,17596
581716,19895,8218
613633,28326,12693
393128,15810,7349
541114,23975,9145
493537,56378,27253
455831,52541,24900
584923,44980,30305
489297,33471,15382
402150,28929,17676
490070,36005,21664
523776,23748,20756
549921,22268,11604
340288,26814,15535
579182,31056,49180
533187,130066,113254
515237,42634,20048
511766,38839,18018
589794,34494,19003
818807,146771,71356
575349,20976,8089
666581,37245,14174
467163,38342,16528
459177,48769,29366
327678,39064,17720
452209,6700,3069
550185,29632,8995
563174,32217,11307
494215,19441,16058
616304,41553,19977
561347,34586,16749
520903,23251,9925
517764,31299,18606
351929,307,-95
440912,32177,12865
448646,33148,19129
606094,48153,19674
425798,16757,9021
351823,18557,14195
387438,41132,2932
435862,28157,19206
462560,41300,16289
415785,566,1369
599605,46141,23558
386636,15454,7644
479812,2075,3556
545213,54927,26965
479109,45135,24533
504640,61355,27714
565224,15948,5383
647216,17115,3696
378837,41838,22843
519728,28076,10258
603487,47683,19425
444881,28168,23129
685308,33149,18730
566231,20711,8804
633821,41055,22806
466755,10466,6552
541471,51392,22076
335516,14544,5069
492403,45941,13987
477929,18944,10541
599492,58046,15289
719621,52350,24309
440885,53829,21414
432334,29249,10309
324207,28920,12989
518454,7992,15314
608243,15924,8649
495715,26910,9890
660441,24101,6766
490467,13265,4742
485046,22827,16758
422642,29059,20087
419444,27325,4053
385567,36357,19297
490002,34641,16446
403357,32793,20437
426028,23043,10173
455893,36308,20501
351887,16356,12638
551702,72512,34148
615279,55415,23957
422249,-52,-243
563040,42774,23131
364050,16408,7643
435612,42087,21616
295886,22784,1687
416609,69569,24275
437434,18265,9135
414362,27772,14170
405532,30253,23730
440140,44117,29476
467487,70033,37584
429254,39504,15711
393897,16144,21194
561984,21407,11036
529173,15140,8306
499853,34404,16679
375550,9670,2716
464192,34613,19463
379662,5444,4815
557613,27000,14273
500060,22962,13846
488143,49776,5879
476403,27205,17161
567513,37556,13473
513176,27431,10297
576893,28871,15384
476765,31887,17219
582114,29890,18125
497105,25441,11287
503855,24211,8631
588077,77985,24378
551907,14285,7810
454517,56561,28906
670711,35730,9068
531173,2384,697
486569,34141,14290
456520,57568,27276
482479,27761,15697
466209,59161,30047
504724,1624,626
662145,46076,14155
431038,29276,15578
473759,35520,14860
422040,31406,11866
463914,56448,22643
520666,28839,18858
401592,37866,15134
639153,39096,17061
379878,30783,19613
561141,18333,6962
444944,1414,150
531265,26198,24097
687196,42006,40302
420450,18487,9074
570743,10972,6714
536927,55007,18466
437204,40217,25916
334827,15873,11579
414445,36459,12506
400756,42970,29069
412523,28031,7712
249913,43991,17724
471696,44903,23552
540428,18273,8468
496299,36263,15128
523909,49445,21545
421539,49492,15971
478721,40008,23065
555545,77487,15488
453733,51483,47751
696736,8031,8172
612733,9444,2999
664462,32486,10580
475734,14400,5587
437219,31422,25715
374956,25199,1873
296610,25324,13550
406251,33717,15029
595242,19735,13810
501400,30669,15782
572491,31858,13945
546029,28330,16701
366671,7160,10382
619069,41186,14768
412665,22124,15304
630504,54620,21116
492611,21632,7670
508872,16402,6094
630322,42196,20698
533309,27479,11199
587140,65226,34223
567068,62321,27000
522623,18169,7264
478019,28335,15028
607166,38583,17152
549718,45452,18650
510231,84396,43382
585476,66734,33449
352749,67645,35816
408606,49647,25426
607938,21207,11664
456085,38771,16362
629447,71880,26807
448988,32792,19246
431830,10912,4048
490338,43612,25363
705357,60915,23680
489408,13955,7774
422442,37798,17579
483049,18726,4841
470177,6608,2158
619492,74131,38505
472407,29850,15727
370784,11482,38453
480775,38889,17185
533626,18986,7464
676167,83868,27176
401741,4857,4380
484580,50804,22086
496577,27704,13859
635972,15158,2188
542718,21432,14004
492410,26812,22758
536623,61366,24874
536863,16622,7807
692766,70691,25791
504730,1311,-81
422962,36514,21672
476449,4519,377
611132,44424,17993
552656,16919,9038
487902,23433,16487
415905,17925,9330
556919,29779,4001
672139,32602,18653
434117,11924,15364
729820,156029,54284
454077,48808,32825
520128,25789,10999
515773,33120,15234
481866,47409,15588
520368,40652,32372
471178,24060,9472
489786,25056,30044
459426,26769,44895
376271,15282,10629
450031,25890,11493
609474,50174,22040
567008,40686,16005
398112,29935,10133
708077,28212,11114
571673,42451,17868
392859,24898,56795
419804,50791,33698
570910,27757,11192
643280,43367,25024
463878,40772,17008
731873,64903,42459
513421,45983,23155
388763,22787,6215
552595,44962,8892
463924,18632,22167
512403,50123,22817
482487,34727,14217
548002,87328,13695
477312,2727,1235
586268,41934,16380
671121,37706,18623
408847,44651,23685
347120,33181,17615
503375,30559,12385
463115,38562,17688
457679,30192,18487
826962,85543,26801
442435,15530,6537
555619,45595,22532
554667,35572,18280
599023,64865,18931
280554,33851,1715
497248,44192,9284
575932,36849,17904
522536,19965,7244
516887,26569,23680
516270,68453,22859
712566,18344,9536
506894,42280,18182
375153,21492,7860
613206,33439,11569
438321,26396,6978
447818,38551,19787
290434,49748,21795
255732,4887,1967
449162,24292,10866
523403,31186,14404
493069,15941,5970
319545,15352,11647
637955,71748,34455
497133,36039,24555
584338,49778,28164
475320,40792,17488
547051,18883,9699
487512,50159,32351
702730,49207,20956
516037,33723,16237
514047,56356,29787
467328,26618,14078
521681,24397,18723
497536,36881,13245
422075,33206,12776
598326,46754,28717
328737,25980,11982
636827,17568,7834
517478,31174,13939
549815,42951,26463
525969,38583,12513
553209,20205,12765
495567,22822,16871
493709,29905,18594
437415,35950,22452
546401,44340,28482
464303,18554,12447
571240,39893,48823
563632,38782,23421
770602,36308,14921
550168,30353,17468
377680,35547,18848
501486,13375,6296
618017,62914,26079
511371,12731,7988
454012,49548,14669
416776,22756,6898
482999,59140,31046
273137,40791,21059
490457,1278,142
508953,32027,17687
540856,8055,2478
525239,51219,19656
570781,16643,12102
465866,26119,36463
775620,26448,14416
442362,16570,11014
712678,39745,17631
612091,72579,22928
267579,21293,2675
379944,43452,15444
532208,33840,7845
458624,17828,7075
411854,42038,16970
387797,29467,13729
776959,58877,25332
407600,34378,13479
477660,30836,23752
397196,731,-19
529225,29193,16521
421006,48526,22524
585549,63830,28078
682374,53825,14057
669404,33392,12531
420503,16128,5825
617533,44094,23665
585765,33041,13026
483877,21305,13983
543774,18418,7711
390532,25509,13953
478066,22506,10062
394837,25671,14503
549810,50771,26235
549273,71688,25830
497151,86459,30806
590698,27642,13312
443208,40382,14001
608117,56398,16190
480316,57612,30695
601127,24609,14172
308398,11240,3017
518156,39649,20979
439595,29319,15517
451167,40369,19762
576773,1317,13219
479934,43495,19213
578395,48221,44357
497365,24515,16122
583801,84982,28025
579795,40914,16747
428910,15698,8036
618602,99936,23816
530577,47653,19337
598311,28861,11103
510459,50654,16546
460321,20330,14569
416421,17284,10721
611464,3479,1153
579743,26376,13002
413296,42693,20329
566197,59540,34209
525653,60421,29303
496175,26258,21313
590712,51176,23393
298577,19882,16789
386939,20297,13640
479948,48047,19618
539533,37052,22295
464240,26199,9786
577894,59285,43072
566451,119738,34874
595747,16321,5076
618744,55099,24264
337390,30004,17245
367467,46490,15553
391385,1537,10605
490094,32722,14715
502485,27665,14620
518540,3401,1448
490330,20619,6203
404172,16689,10911
666371,37133,10896
375305,21968,6575
533481,38249,24326
430006,30629,13086
473898,14424,5945
280950,10720,2613
516442,43220,15300
479895,28248,14660
449825,31210,12550
444164,27542,16117
548050,38400,26334
457687,34650,24178
616012,35857,17048
599467,29469,14018
600539,49898,17899
454376,17544,7319
579134,35152,10970
406301,45531,17157
380186,19706,9573
430867,34308,19066
492389,41255,18241
341060,20645,13490
485752,307,988
316970,12787,3926
537088,35380,13264
648285,76139,56956
498665,47693,13221
591145,8534,889
460588,39661,21022
417014,10402,12400
571147,24079,11886
350486,32737,10112
350791,72980,36863
587412,71842,31952
516109,31910,13608
476878,47343,21202
547343,383,-51
549323,35293,17449
465724,43992,21363
529662,19726,15071
503991,51550,24776
606851,6469,12026
556368,27493,17410
603793,47739,22217
489535,25787,9542
573297,36109,16569
538288,44944,18576
598068,33910,25511
671016,82061,44100
424815,23173,9567
415518,37437,13166
466982,25924,15697
415490,16685,5889
628299,81297,28787
459327,43133,16829
545781,59740,12230
